animating href,animating src,id,pokemon-info,pill,pill 2,pill 6
https://www.pokemon.com/us/pokedex/primeape,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/057.png,057,Primeape,,,Fighting
https://www.pokemon.com/us/pokedex/growlithe,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/058.png,058,Growlithe,Fire,,
https://www.pokemon.com/us/pokedex/arcanine,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/059.png,059,Arcanine,Fire,,
https://www.pokemon.com/us/pokedex/poliwag,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/060.png,060,Poliwag,,,
https://www.pokemon.com/us/pokedex/poliwhirl,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/061.png,061,Poliwhirl,,,
https://www.pokemon.com/us/pokedex/poliwrath,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/062.png,062,Poliwrath,,,Fighting
https://www.pokemon.com/us/pokedex/abra,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/063.png,063,Abra,,,
https://www.pokemon.com/us/pokedex/kadabra,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/064.png,064,Kadabra,,,
https://www.pokemon.com/us/pokedex/alakazam,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/065.png,065,Alakazam,,,
https://www.pokemon.com/us/pokedex/machop,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/066.png,066,Machop,,,Fighting
https://www.pokemon.com/us/pokedex/machoke,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/067.png,067,Machoke,,,Fighting
https://www.pokemon.com/us/pokedex/machamp,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/068.png,068,Machamp,,,Fighting
https://www.pokemon.com/us/pokedex/bellsprout,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/069.png,069,Bellsprout,Grass,Poison,
https://www.pokemon.com/us/pokedex/weepinbell,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/070.png,070,Weepinbell,Grass,Poison,
https://www.pokemon.com/us/pokedex/victreebel,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/071.png,071,Victreebel,Grass,Poison,
https://www.pokemon.com/us/pokedex/tentacool,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/072.png,072,Tentacool,,Poison,
https://www.pokemon.com/us/pokedex/tentacruel,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/073.png,073,Tentacruel,,Poison,
https://www.pokemon.com/us/pokedex/geodude,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/074.png,074,Geodude,,,Ground
https://www.pokemon.com/us/pokedex/graveler,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/075.png,075,Graveler,,,Ground
https://www.pokemon.com/us/pokedex/golem,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/076.png,076,Golem,,,Ground
https://www.pokemon.com/us/pokedex/ponyta,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/077.png,077,Ponyta,Fire,,
https://www.pokemon.com/us/pokedex/rapidash,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/078.png,078,Rapidash,Fire,,
https://www.pokemon.com/us/pokedex/slowpoke,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/079.png,079,Slowpoke,,,
https://www.pokemon.com/us/pokedex/slowbro,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/080.png,080,Slowbro,,,
https://www.pokemon.com/us/pokedex/magnemite,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/081.png,081,Magnemite,Electric,Steel,
https://www.pokemon.com/us/pokedex/magneton,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/082.png,082,Magneton,Electric,Steel,
https://www.pokemon.com/us/pokedex/farfetchd,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/083.png,083,Farfetch’d,,Normal,
https://www.pokemon.com/us/pokedex/doduo,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/084.png,084,Doduo,,Normal,
https://www.pokemon.com/us/pokedex/dodrio,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/085.png,085,Dodrio,,Normal,
https://www.pokemon.com/us/pokedex/seel,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/086.png,086,Seel,,,
https://www.pokemon.com/us/pokedex/dewgong,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/087.png,087,Dewgong,,Ice,
https://www.pokemon.com/us/pokedex/grimer,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/088.png,088,Grimer,,Poison,
https://www.pokemon.com/us/pokedex/muk,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/089.png,089,Muk,,Poison,
https://www.pokemon.com/us/pokedex/shellder,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/090.png,090,Shellder,,,
https://www.pokemon.com/us/pokedex/cloyster,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/091.png,091,Cloyster,,Ice,
https://www.pokemon.com/us/pokedex/gastly,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/092.png,092,Gastly,,Poison,
https://www.pokemon.com/us/pokedex/haunter,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/093.png,093,Haunter,,Poison,
https://www.pokemon.com/us/pokedex/gengar,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/094.png,094,Gengar,,Poison,
https://www.pokemon.com/us/pokedex/onix,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/095.png,095,Onix,,,Ground
https://www.pokemon.com/us/pokedex/drowzee,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/096.png,096,Drowzee,,,
https://www.pokemon.com/us/pokedex/hypno,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/097.png,097,Hypno,,,
https://www.pokemon.com/us/pokedex/krabby,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/098.png,098,Krabby,,,
https://www.pokemon.com/us/pokedex/kingler,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/099.png,099,Kingler,,,
https://www.pokemon.com/us/pokedex/voltorb,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/100.png,100,Voltorb,Electric,,
https://www.pokemon.com/us/pokedex/electrode,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/101.png,101,Electrode,Electric,,
https://www.pokemon.com/us/pokedex/exeggcute,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/102.png,102,Exeggcute,Grass,,
https://www.pokemon.com/us/pokedex/exeggutor,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/103.png,103,Exeggutor,Grass,,
https://www.pokemon.com/us/pokedex/cubone,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/104.png,104,Cubone,,,Ground
https://www.pokemon.com/us/pokedex/marowak,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/105.png,105,Marowak,,,Ground
https://www.pokemon.com/us/pokedex/hitmonlee,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/106.png,106,Hitmonlee,,,Fighting
https://www.pokemon.com/us/pokedex/hitmonchan,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/107.png,107,Hitmonchan,,,Fighting
https://www.pokemon.com/us/pokedex/lickitung,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/108.png,108,Lickitung,,Normal,
https://www.pokemon.com/us/pokedex/koffing,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/109.png,109,Koffing,,Poison,
https://www.pokemon.com/us/pokedex/weezing,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/110.png,110,Weezing,,Poison,
https://www.pokemon.com/us/pokedex/rhyhorn,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/111.png,111,Rhyhorn,,,Ground
https://www.pokemon.com/us/pokedex/rhydon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/112.png,112,Rhydon,,,Ground
https://www.pokemon.com/us/pokedex/chansey,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/113.png,113,Chansey,,Normal,
https://www.pokemon.com/us/pokedex/tangela,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/114.png,114,Tangela,Grass,,
https://www.pokemon.com/us/pokedex/kangaskhan,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/115.png,115,Kangaskhan,,Normal,
https://www.pokemon.com/us/pokedex/horsea,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/116.png,116,Horsea,,,
https://www.pokemon.com/us/pokedex/seadra,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/117.png,117,Seadra,,,
https://www.pokemon.com/us/pokedex/goldeen,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/118.png,118,Goldeen,,,
https://www.pokemon.com/us/pokedex/seaking,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/119.png,119,Seaking,,,
https://www.pokemon.com/us/pokedex/staryu,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/120.png,120,Staryu,,,
https://www.pokemon.com/us/pokedex/starmie,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/121.png,121,Starmie,,,
https://www.pokemon.com/us/pokedex/mr-mime,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/122.png,122,Mr. Mime,,,Fairy
https://www.pokemon.com/us/pokedex/scyther,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/123.png,123,Scyther,,,
https://www.pokemon.com/us/pokedex/jynx,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/124.png,124,Jynx,,Ice,
https://www.pokemon.com/us/pokedex/electabuzz,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/125.png,125,Electabuzz,Electric,,
https://www.pokemon.com/us/pokedex/magmar,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/126.png,126,Magmar,Fire,,
https://www.pokemon.com/us/pokedex/pinsir,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/127.png,127,Pinsir,,,
https://www.pokemon.com/us/pokedex/tauros,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/128.png,128,Tauros,,Normal,
https://www.pokemon.com/us/pokedex/magikarp,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/129.png,129,Magikarp,,,
https://www.pokemon.com/us/pokedex/gyarados,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/130.png,130,Gyarados,,,
https://www.pokemon.com/us/pokedex/lapras,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/131.png,131,Lapras,,Ice,
https://www.pokemon.com/us/pokedex/ditto,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/132.png,132,Ditto,,Normal,
https://www.pokemon.com/us/pokedex/eevee,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/133.png,133,Eevee,,Normal,
https://www.pokemon.com/us/pokedex/vaporeon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/134.png,134,Vaporeon,,,
https://www.pokemon.com/us/pokedex/jolteon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/135.png,135,Jolteon,Electric,,
https://www.pokemon.com/us/pokedex/flareon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/136.png,136,Flareon,Fire,,
https://www.pokemon.com/us/pokedex/porygon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/137.png,137,Porygon,,Normal,
https://www.pokemon.com/us/pokedex/omanyte,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/138.png,138,Omanyte,,,
https://www.pokemon.com/us/pokedex/omastar,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/139.png,139,Omastar,,,
https://www.pokemon.com/us/pokedex/kabuto,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/140.png,140,Kabuto,,,
https://www.pokemon.com/us/pokedex/kabutops,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/141.png,141,Kabutops,,,
https://www.pokemon.com/us/pokedex/aerodactyl,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/142.png,142,Aerodactyl,,,
https://www.pokemon.com/us/pokedex/snorlax,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/143.png,143,Snorlax,,Normal,
https://www.pokemon.com/us/pokedex/articuno,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/144.png,144,Articuno,,Ice,
https://www.pokemon.com/us/pokedex/zapdos,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/145.png,145,Zapdos,Electric,,
https://www.pokemon.com/us/pokedex/moltres,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/146.png,146,Moltres,Fire,,
https://www.pokemon.com/us/pokedex/dratini,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/147.png,147,Dratini,,,
https://www.pokemon.com/us/pokedex/dragonair,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/148.png,148,Dragonair,,,
https://www.pokemon.com/us/pokedex/dragonite,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/149.png,149,Dragonite,,,
https://www.pokemon.com/us/pokedex/mewtwo,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/150.png,150,Mewtwo,,,
https://www.pokemon.com/us/pokedex/mew,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/151.png,151,Mew,,,
https://www.pokemon.com/us/pokedex/chikorita,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/152.png,152,Chikorita,Grass,,
https://www.pokemon.com/us/pokedex/bayleef,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/153.png,153,Bayleef,Grass,,
https://www.pokemon.com/us/pokedex/meganium,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/154.png,154,Meganium,Grass,,
https://www.pokemon.com/us/pokedex/cyndaquil,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/155.png,155,Cyndaquil,Fire,,
https://www.pokemon.com/us/pokedex/quilava,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/156.png,156,Quilava,Fire,,
https://www.pokemon.com/us/pokedex/typhlosion,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/157.png,157,Typhlosion,Fire,,
https://www.pokemon.com/us/pokedex/totodile,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/158.png,158,Totodile,,,
https://www.pokemon.com/us/pokedex/croconaw,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/159.png,159,Croconaw,,,
https://www.pokemon.com/us/pokedex/feraligatr,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/160.png,160,Feraligatr,,,
https://www.pokemon.com/us/pokedex/sentret,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/161.png,161,Sentret,,Normal,
https://www.pokemon.com/us/pokedex/furret,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/162.png,162,Furret,,Normal,
https://www.pokemon.com/us/pokedex/hoothoot,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/163.png,163,Hoothoot,,Normal,
https://www.pokemon.com/us/pokedex/noctowl,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/164.png,164,Noctowl,,Normal,
https://www.pokemon.com/us/pokedex/ledyba,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/165.png,165,Ledyba,,,
https://www.pokemon.com/us/pokedex/ledian,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/166.png,166,Ledian,,,
https://www.pokemon.com/us/pokedex/spinarak,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/167.png,167,Spinarak,,Poison,
https://www.pokemon.com/us/pokedex/ariados,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/168.png,168,Ariados,,Poison,
https://www.pokemon.com/us/pokedex/crobat,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/169.png,169,Crobat,,Poison,
https://www.pokemon.com/us/pokedex/chinchou,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/170.png,170,Chinchou,Electric,,
https://www.pokemon.com/us/pokedex/lanturn,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/171.png,171,Lanturn,Electric,,
https://www.pokemon.com/us/pokedex/pichu,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/172.png,172,Pichu,Electric,,
https://www.pokemon.com/us/pokedex/cleffa,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/173.png,173,Cleffa,,,Fairy
https://www.pokemon.com/us/pokedex/igglybuff,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/174.png,174,Igglybuff,,Normal,Fairy
https://www.pokemon.com/us/pokedex/togepi,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/175.png,175,Togepi,,,Fairy
https://www.pokemon.com/us/pokedex/togetic,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/176.png,176,Togetic,,,Fairy
https://www.pokemon.com/us/pokedex/natu,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/177.png,177,Natu,,,
https://www.pokemon.com/us/pokedex/xatu,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/178.png,178,Xatu,,,
https://www.pokemon.com/us/pokedex/mareep,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/179.png,179,Mareep,Electric,,
https://www.pokemon.com/us/pokedex/flaaffy,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/180.png,180,Flaaffy,Electric,,
https://www.pokemon.com/us/pokedex/ampharos,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/181.png,181,Ampharos,Electric,,
https://www.pokemon.com/us/pokedex/bellossom,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/182.png,182,Bellossom,Grass,,
https://www.pokemon.com/us/pokedex/marill,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/183.png,183,Marill,,,Fairy
https://www.pokemon.com/us/pokedex/azumarill,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/184.png,184,Azumarill,,,Fairy
https://www.pokemon.com/us/pokedex/sudowoodo,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/185.png,185,Sudowoodo,,,
https://www.pokemon.com/us/pokedex/politoed,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/186.png,186,Politoed,,,
https://www.pokemon.com/us/pokedex/hoppip,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/187.png,187,Hoppip,Grass,,
https://www.pokemon.com/us/pokedex/skiploom,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/188.png,188,Skiploom,Grass,,
https://www.pokemon.com/us/pokedex/jumpluff,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/189.png,189,Jumpluff,Grass,,
https://www.pokemon.com/us/pokedex/aipom,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/190.png,190,Aipom,,Normal,
https://www.pokemon.com/us/pokedex/sunkern,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/191.png,191,Sunkern,Grass,,
https://www.pokemon.com/us/pokedex/sunflora,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/192.png,192,Sunflora,Grass,,
https://www.pokemon.com/us/pokedex/yanma,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/193.png,193,Yanma,,,
https://www.pokemon.com/us/pokedex/wooper,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/194.png,194,Wooper,,,Ground
https://www.pokemon.com/us/pokedex/quagsire,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/195.png,195,Quagsire,,,Ground
https://www.pokemon.com/us/pokedex/espeon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/196.png,196,Espeon,,,
https://www.pokemon.com/us/pokedex/umbreon,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/197.png,197,Umbreon,,,
https://www.pokemon.com/us/pokedex/murkrow,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/198.png,198,Murkrow,,,
https://www.pokemon.com/us/pokedex/slowking,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/199.png,199,Slowking,,,
https://www.pokemon.com/us/pokedex/misdreavus,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/200.png,200,Misdreavus,,,
https://www.pokemon.com/us/pokedex/unown,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/201.png,201,Unown,,,
https://www.pokemon.com/us/pokedex/wobbuffet,https://assets.pokemon.com/assets/cms2/img/pokedex/detail/202.png,202,Wobbuffet,,,
