infocard-lg-img href,img-fixed src,infocard-lg-data,ent-name,infocard-lg-data 2,itype,itype href,itype 2,itype href 2,infocard,infocard-lg-img href 2,img-fixed src 2,infocard-lg-data 3,ent-name 2,infocard-lg-data 4,itype 3,itype href 3,itype 4,itype href 4,infocard 2,infocard-lg-img href 3,img-fixed src 3,infocard-lg-data 5,ent-name 3,itype 5,itype href 5,itype 6,itype href 6,itype 7,itype href 7,itype 8,itype href 8,itype 9,itype href 9,infocard 3,infocard href
https://pokemondb.net/pokedex/pichu,https://img.pokemondb.net/sprites/bank/normal/pichu.png,#172,Pichu,#025,Electric,https://pokemondb.net/type/electric,Electric,https://pokemondb.net/type/electric,(high ),https://pokemondb.net/pokedex/pikachu,https://img.pokemondb.net/sprites/bank/normal/pikachu.png,,Pikachu,,Electric,https://pokemondb.net/type/electric,Electric,https://pokemondb.net/type/electric,"(use , outside Alola)",https://pokemondb.net/pokedex/raichu,https://img.pokemondb.net/sprites/bank/normal/raichu.png,#026,Raichu,Psychic,https://pokemondb.net/type/psychic,,,,,,,,,Friendship,https://pokemondb.net/glossary#def-friendship
https://pokemondb.net/pokedex/sandshrew,https://img.pokemondb.net/sprites/bank/normal/sandshrew.png,#027,Sandshrew,#028,,,,,(Level 22),https://pokemondb.net/pokedex/sandslash,https://img.pokemondb.net/sprites/bank/normal/sandslash.png,,Sandslash,,,,Ground,https://pokemondb.net/type/ground,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/sandshrew,https://img.pokemondb.net/sprites/bank/normal/sandshrew-alolan.png,#027,Sandshrew,Alolan Sandshrew,,,Steel,https://pokemondb.net/type/steel,(use ),https://pokemondb.net/pokedex/sandslash,https://img.pokemondb.net/sprites/bank/normal/sandslash-alolan.png,·,Sandslash,#028,,,,,,,,Alolan Sandslash,,Ice,https://pokemondb.net/type/ice,,,Ice,https://pokemondb.net/type/ice,,,,,Ice Stone,https://pokemondb.net/item/ice-stone
https://pokemondb.net/pokedex/nidoran-f,https://img.pokemondb.net/sprites/bank/normal/nidoran-f.png,#029,Nidoran♀,#030,,,Poison,https://pokemondb.net/type/poison,(Level 16),https://pokemondb.net/pokedex/nidorina,https://img.pokemondb.net/sprites/bank/normal/nidorina.png,#031,Nidorina,·,,,Poison,https://pokemondb.net/type/poison,(use ),https://pokemondb.net/pokedex/nidoqueen,https://img.pokemondb.net/sprites/bank/normal/nidoqueen.png,,Nidoqueen,,,Poison,https://pokemondb.net/type/poison,,,,,,,Moon Stone,https://pokemondb.net/item/moon-stone
https://pokemondb.net/pokedex/nidoran-m,https://img.pokemondb.net/sprites/bank/normal/nidoran-m.png,#032,Nidoran♂,#033,,,Poison,https://pokemondb.net/type/poison,(Level 16),https://pokemondb.net/pokedex/nidorino,https://img.pokemondb.net/sprites/bank/normal/nidorino.png,#034,Nidorino,·,,,Poison,https://pokemondb.net/type/poison,(use ),https://pokemondb.net/pokedex/nidoking,https://img.pokemondb.net/sprites/bank/normal/nidoking.png,,Nidoking,,,Poison,https://pokemondb.net/type/poison,,,,,,,Moon Stone,https://pokemondb.net/item/moon-stone
https://pokemondb.net/pokedex/cleffa,https://img.pokemondb.net/sprites/bank/normal/cleffa.png,#173,Cleffa,#035,,,,,(high ),https://pokemondb.net/pokedex/clefairy,https://img.pokemondb.net/sprites/bank/normal/clefairy.png,#036,Clefairy,,Fairy,https://pokemondb.net/type/fairy,,,(use ),https://pokemondb.net/pokedex/clefable,https://img.pokemondb.net/sprites/bank/normal/clefable.png,,Clefable,,,,,,,,,,,Friendship,https://pokemondb.net/glossary#def-friendship
https://pokemondb.net/pokedex/vulpix,https://img.pokemondb.net/sprites/bank/normal/vulpix.png,#037,Vulpix,#038,Fire,https://pokemondb.net/type/fire,,,(use ),https://pokemondb.net/pokedex/ninetales,https://img.pokemondb.net/sprites/bank/normal/ninetales.png,,Ninetales,,Fire,https://pokemondb.net/type/fire,,,,,,,,,,,,,,,,,,Fire Stone,https://pokemondb.net/item/fire-stone
https://pokemondb.net/pokedex/vulpix,https://img.pokemondb.net/sprites/bank/normal/vulpix-alolan.png,#037,Vulpix,Alolan Vulpix,,,,,(use ),https://pokemondb.net/pokedex/ninetales,https://img.pokemondb.net/sprites/bank/normal/ninetales-alolan.png,#038,Ninetales,Alolan Ninetales,,,,,,,,·,,Ice,https://pokemondb.net/type/ice,,,Ice,https://pokemondb.net/type/ice,,,,,Ice Stone,https://pokemondb.net/item/ice-stone
https://pokemondb.net/pokedex/igglybuff,https://img.pokemondb.net/sprites/bank/normal/igglybuff.png,#174,Igglybuff,·,Normal,https://pokemondb.net/type/normal,Normal,https://pokemondb.net/type/normal,(high ),https://pokemondb.net/pokedex/jigglypuff,https://img.pokemondb.net/sprites/bank/normal/jigglypuff.png,#039,Jigglypuff,·,Fairy,https://pokemondb.net/type/fairy,Normal,https://pokemondb.net/type/normal,(use ),https://pokemondb.net/pokedex/wigglytuff,https://img.pokemondb.net/sprites/bank/normal/wigglytuff.png,#040,Wigglytuff,,,,,,,,,,,Friendship,https://pokemondb.net/glossary#def-friendship
https://pokemondb.net/pokedex/zubat,https://img.pokemondb.net/sprites/bank/normal/zubat.png,#041,Zubat,·,,,Poison,https://pokemondb.net/type/poison,(Level 22),https://pokemondb.net/pokedex/golbat,https://img.pokemondb.net/sprites/bank/normal/golbat.png,#042,Golbat,·,,,Poison,https://pokemondb.net/type/poison,(high ),https://pokemondb.net/pokedex/crobat,https://img.pokemondb.net/sprites/bank/normal/crobat.png,#169,Crobat,,,Poison,https://pokemondb.net/type/poison,Flying,https://pokemondb.net/type/flying,Flying,https://pokemondb.net/type/flying,,,Friendship,https://pokemondb.net/glossary#def-friendship
https://pokemondb.net/pokedex/oddish,https://img.pokemondb.net/sprites/bank/normal/oddish.png,#043,Oddish,·,Grass,https://pokemondb.net/type/grass,Poison,https://pokemondb.net/type/poison,(Level 21),https://pokemondb.net/pokedex/gloom,https://img.pokemondb.net/sprites/bank/normal/gloom.png,#044,Gloom,·,Grass,https://pokemondb.net/type/grass,Poison,https://pokemondb.net/type/poison,(use ),https://pokemondb.net/pokedex/vileplume,https://img.pokemondb.net/sprites/bank/normal/vileplume.png,#045,Vileplume,,,Grass,https://pokemondb.net/type/grass,Poison,https://pokemondb.net/type/poison,Grass,https://pokemondb.net/type/grass,,,,
https://pokemondb.net/pokedex/paras,https://img.pokemondb.net/sprites/bank/normal/paras.png,#046,Paras,·,Grass,https://pokemondb.net/type/grass,,,(Level 24),https://pokemondb.net/pokedex/parasect,https://img.pokemondb.net/sprites/bank/normal/parasect.png,#047,Parasect,·,Grass,https://pokemondb.net/type/grass,,,,,,,,,,,,,,,,Bug,https://pokemondb.net/type/bug,,
https://pokemondb.net/pokedex/venonat,https://img.pokemondb.net/sprites/bank/normal/venonat.png,#048,Venonat,·,,,Poison,https://pokemondb.net/type/poison,(Level 31),https://pokemondb.net/pokedex/venomoth,https://img.pokemondb.net/sprites/bank/normal/venomoth.png,#049,Venomoth,·,,,Poison,https://pokemondb.net/type/poison,,,,,,,,,,,,,,Bug,https://pokemondb.net/type/bug,,
https://pokemondb.net/pokedex/diglett,https://img.pokemondb.net/sprites/bank/normal/diglett.png,#050,Diglett,#051,,,,,(Level 26),https://pokemondb.net/pokedex/dugtrio,https://img.pokemondb.net/sprites/bank/normal/dugtrio.png,,Dugtrio,,,,Ground,https://pokemondb.net/type/ground,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/diglett,https://img.pokemondb.net/sprites/bank/normal/diglett-alolan.png,#050,Diglett,Alolan Diglett,,,Steel,https://pokemondb.net/type/steel,(Level 26),https://pokemondb.net/pokedex/dugtrio,https://img.pokemondb.net/sprites/bank/normal/dugtrio-alolan.png,·,Dugtrio,#051,,,Ground,https://pokemondb.net/type/ground,,,,Alolan Dugtrio,,,,,,,,,,,,,
https://pokemondb.net/pokedex/meowth,https://img.pokemondb.net/sprites/bank/normal/meowth.png,#052,Meowth,#053,,,Normal,https://pokemondb.net/type/normal,(Level 28),https://pokemondb.net/pokedex/persian,https://img.pokemondb.net/sprites/bank/normal/persian.png,,Persian,,,,Normal,https://pokemondb.net/type/normal,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/meowth,https://img.pokemondb.net/sprites/bank/normal/meowth-alolan.png,#052,Meowth,Alolan Meowth,,,,,(high ),https://pokemondb.net/pokedex/persian,https://img.pokemondb.net/sprites/bank/normal/persian-alolan.png,#053,Persian,Alolan Persian,,,,,,,,,,,,,,,,,,Dark,https://pokemondb.net/type/dark,Friendship,https://pokemondb.net/glossary#def-friendship
https://pokemondb.net/pokedex/meowth,https://img.pokemondb.net/sprites/sword-shield/normal/perrserker.png,#052,Meowth,Galarian Meowth,,,Steel,https://pokemondb.net/type/steel,(Level 28),https://pokemondb.net/pokedex/perrserker,https://img.pokemondb.net/sprites/sword-shield/normal/meowth-galarian.png,#863,Perrserker,,,,,,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/psyduck,https://img.pokemondb.net/sprites/bank/normal/psyduck.png,#054,Psyduck,#055,,,,,(Level 33),https://pokemondb.net/pokedex/golduck,https://img.pokemondb.net/sprites/bank/normal/golduck.png,,Golduck,,,,,,,,,,,,,Water,https://pokemondb.net/type/water,,,Water,https://pokemondb.net/type/water,,,,
https://pokemondb.net/pokedex/mankey,https://img.pokemondb.net/sprites/bank/normal/mankey.png,#056,Mankey,#057,,,,,(Level 28),https://pokemondb.net/pokedex/primeape,https://img.pokemondb.net/sprites/bank/normal/primeape.png,,Primeape,,,,,,,,,,,,,Fighting,https://pokemondb.net/type/fighting,Fighting,https://pokemondb.net/type/fighting,,,,,,
https://pokemondb.net/pokedex/growlithe,https://img.pokemondb.net/sprites/bank/normal/growlithe.png,#058,Growlithe,#059,Fire,https://pokemondb.net/type/fire,,,(use ),https://pokemondb.net/pokedex/arcanine,https://img.pokemondb.net/sprites/bank/normal/arcanine.png,,Arcanine,,Fire,https://pokemondb.net/type/fire,,,,,,,,,,,,,,,,,,Fire Stone,https://pokemondb.net/item/fire-stone
https://pokemondb.net/pokedex/poliwag,https://img.pokemondb.net/sprites/bank/normal/poliwag.png,#060,Poliwag,#061,Water,https://pokemondb.net/type/water,Fighting,https://pokemondb.net/type/fighting,(Level 25),https://pokemondb.net/pokedex/poliwhirl,https://img.pokemondb.net/sprites/bank/normal/poliwhirl.png,,Poliwhirl,,Water,https://pokemondb.net/type/water,,,(use ),https://pokemondb.net/pokedex/poliwrath,https://img.pokemondb.net/sprites/bank/normal/poliwrath.png,#062,Poliwrath,,,Water,https://pokemondb.net/type/water,,,Water,https://pokemondb.net/type/water,,,,
https://pokemondb.net/pokedex/abra,https://img.pokemondb.net/sprites/bank/normal/abra.png,#063,Abra,#064,Psychic,https://pokemondb.net/type/psychic,,,(Level 16),https://pokemondb.net/pokedex/kadabra,https://img.pokemondb.net/sprites/bank/normal/kadabra.png,#065,Kadabra,,Psychic,https://pokemondb.net/type/psychic,,,(Trade),https://pokemondb.net/pokedex/alakazam,https://img.pokemondb.net/sprites/bank/normal/alakazam.png,,Alakazam,,,,,,,,,,,,
https://pokemondb.net/pokedex/machop,https://img.pokemondb.net/sprites/bank/normal/machop.png,#066,Machop,#067,Fighting,https://pokemondb.net/type/fighting,,,(Level 28),https://pokemondb.net/pokedex/machoke,https://img.pokemondb.net/sprites/bank/normal/machoke.png,#068,Machoke,,,,,,(Trade),https://pokemondb.net/pokedex/machamp,https://img.pokemondb.net/sprites/bank/normal/machamp.png,,Machamp,,,Fighting,https://pokemondb.net/type/fighting,Fighting,https://pokemondb.net/type/fighting,,,,,,
https://pokemondb.net/pokedex/bellsprout,https://img.pokemondb.net/sprites/bank/normal/bellsprout.png,#069,Bellsprout,·,Grass,https://pokemondb.net/type/grass,Poison,https://pokemondb.net/type/poison,(Level 21),https://pokemondb.net/pokedex/weepinbell,https://img.pokemondb.net/sprites/bank/normal/weepinbell.png,#070,Weepinbell,·,Grass,https://pokemondb.net/type/grass,Poison,https://pokemondb.net/type/poison,(use ),https://pokemondb.net/pokedex/victreebel,https://img.pokemondb.net/sprites/bank/normal/victreebel.png,#071,Victreebel,Grass,https://pokemondb.net/type/grass,Poison,https://pokemondb.net/type/poison,,,,,,,Leaf Stone,https://pokemondb.net/item/leaf-stone
https://pokemondb.net/pokedex/tentacool,https://img.pokemondb.net/sprites/bank/normal/tentacool.png,#072,Tentacool,·,,,Poison,https://pokemondb.net/type/poison,(Level 30),https://pokemondb.net/pokedex/tentacruel,https://img.pokemondb.net/sprites/bank/normal/tentacruel.png,#073,Tentacruel,·,,,Poison,https://pokemondb.net/type/poison,,,,,,,,Water,https://pokemondb.net/type/water,,,Water,https://pokemondb.net/type/water,,,,
https://pokemondb.net/pokedex/geodude,https://img.pokemondb.net/sprites/bank/normal/geodude.png,#074,Geodude,·,Ground,https://pokemondb.net/type/ground,,,(Level 25),https://pokemondb.net/pokedex/graveler,https://img.pokemondb.net/sprites/bank/normal/graveler.png,#075,Graveler,·,,,Ground,https://pokemondb.net/type/ground,(Trade),https://pokemondb.net/pokedex/golem,https://img.pokemondb.net/sprites/bank/normal/golem.png,#076,Golem,Rock,https://pokemondb.net/type/rock,,,,,,,,,,
https://pokemondb.net/pokedex/geodude,https://img.pokemondb.net/sprites/bank/normal/geodude-alolan.png,#074,Geodude,Alolan Geodude,Electric,https://pokemondb.net/type/electric,,,(Level 25),https://pokemondb.net/pokedex/graveler,https://img.pokemondb.net/sprites/bank/normal/graveler-alolan.png,·,Graveler,#075,Electric,https://pokemondb.net/type/electric,Electric,https://pokemondb.net/type/electric,(Trade),https://pokemondb.net/pokedex/golem,https://img.pokemondb.net/sprites/bank/normal/golem-alolan.png,Alolan Graveler,Golem,Rock,https://pokemondb.net/type/rock,,,,,,,,,,
https://pokemondb.net/pokedex/ponyta,https://img.pokemondb.net/sprites/bank/normal/ponyta.png,#077,Ponyta,#078,Fire,https://pokemondb.net/type/fire,,,(Level 40),https://pokemondb.net/pokedex/rapidash,https://img.pokemondb.net/sprites/bank/normal/rapidash.png,,Rapidash,,Fire,https://pokemondb.net/type/fire,,,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/ponyta,https://img.pokemondb.net/sprites/sword-shield/normal/rapidash-galarian.png,#077,Ponyta,Galarian Ponyta,Psychic,https://pokemondb.net/type/psychic,,,(Level 40),https://pokemondb.net/pokedex/rapidash,https://img.pokemondb.net/sprites/sword-shield/normal/ponyta-galarian.png,#078,Rapidash,Galarian Rapidash,,,,,,,,·,,,,,,,,,,,,,
https://pokemondb.net/pokedex/slowpoke,https://img.pokemondb.net/sprites/bank/normal/slowpoke.png,#079,Slowpoke,·,Water,https://pokemondb.net/type/water,,,,,,,,,Water,https://pokemondb.net/type/water,Psychic,https://pokemondb.net/type/psychic,(Level 37),https://pokemondb.net/pokedex/slowbro,https://img.pokemondb.net/sprites/bank/normal/slowbro.png,#080,Slowbro,Psychic,https://pokemondb.net/type/psychic,Water,https://pokemondb.net/type/water,,,,,,,,
https://pokemondb.net/pokedex/slowpoke,https://img.pokemondb.net/sprites/sword-shield/normal/slowbro-galarian.png,#079,Slowpoke,Galarian Slowpoke,Poison,https://pokemondb.net/type/poison,,,,,https://img.pokemondb.net/sprites/sword-shield/normal/slowpoke-galarian.png,Galarian Slowking,,·,,,Psychic,https://pokemondb.net/type/psychic,(use ),https://pokemondb.net/pokedex/slowbro,https://img.pokemondb.net/sprites/sword-shield/normal/slowking-galarian.png,#080,Slowbro,Psychic,https://pokemondb.net/type/psychic,,,Poison,https://pokemondb.net/type/poison,,,,,,
https://pokemondb.net/pokedex/magnemite,https://img.pokemondb.net/sprites/bank/normal/magnemite.png,#081,Magnemite,·,Electric,https://pokemondb.net/type/electric,Steel,https://pokemondb.net/type/steel,(Level 30),https://pokemondb.net/pokedex/magneton,https://img.pokemondb.net/sprites/bank/normal/magneton.png,#082,Magneton,·,Electric,https://pokemondb.net/type/electric,Electric,https://pokemondb.net/type/electric,(level up in a  area),https://pokemondb.net/pokedex/magnezone,https://img.pokemondb.net/sprites/bank/normal/magnezone.png,#462,Magnezone,,,Steel,https://pokemondb.net/type/steel,,,,,,,Magnetic Field,https://pokemondb.net/glossary#def-magneticfield
https://pokemondb.net/pokedex/doduo,https://img.pokemondb.net/sprites/bank/normal/doduo.png,#084,Doduo,·,,,Normal,https://pokemondb.net/type/normal,(Level 31),https://pokemondb.net/pokedex/dodrio,https://img.pokemondb.net/sprites/bank/normal/dodrio.png,#085,Dodrio,·,,,Normal,https://pokemondb.net/type/normal,,,,,,,,,,Flying,https://pokemondb.net/type/flying,,,,,,
https://pokemondb.net/pokedex/seel,https://img.pokemondb.net/sprites/bank/normal/seel.png,#086,Seel,#087,,,,,(Level 34),https://pokemondb.net/pokedex/dewgong,https://img.pokemondb.net/sprites/bank/normal/dewgong.png,·,Dewgong,,,,,,,,,,,Ice,https://pokemondb.net/type/ice,Water,https://pokemondb.net/type/water,,,Water,https://pokemondb.net/type/water,,,,
https://pokemondb.net/pokedex/grimer,https://img.pokemondb.net/sprites/bank/normal/grimer.png,#088,Grimer,#089,,,Poison,https://pokemondb.net/type/poison,(Level 38),https://pokemondb.net/pokedex/muk,https://img.pokemondb.net/sprites/bank/normal/muk.png,,Muk,,,,Poison,https://pokemondb.net/type/poison,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/grimer,https://img.pokemondb.net/sprites/bank/normal/grimer-alolan.png,#088,Grimer,Alolan Grimer,,,Poison,https://pokemondb.net/type/poison,(Level 38),https://pokemondb.net/pokedex/muk,https://img.pokemondb.net/sprites/bank/normal/muk-alolan.png,·,Muk,#089,,,Poison,https://pokemondb.net/type/poison,,,,Alolan Muk,,,,,,,,,,Dark,https://pokemondb.net/type/dark,,
https://pokemondb.net/pokedex/shellder,https://img.pokemondb.net/sprites/bank/normal/shellder.png,#090,Shellder,#091,,,,,(use ),https://pokemondb.net/pokedex/cloyster,https://img.pokemondb.net/sprites/bank/normal/cloyster.png,·,Cloyster,,,,,,,,,,,Ice,https://pokemondb.net/type/ice,Water,https://pokemondb.net/type/water,,,Water,https://pokemondb.net/type/water,,,Water Stone,https://pokemondb.net/item/water-stone
https://pokemondb.net/pokedex/gastly,https://img.pokemondb.net/sprites/bank/normal/gastly.png,#092,Gastly,·,,,Poison,https://pokemondb.net/type/poison,(Level 25),https://pokemondb.net/pokedex/haunter,https://img.pokemondb.net/sprites/bank/normal/haunter.png,#093,Haunter,·,,,Poison,https://pokemondb.net/type/poison,(Trade),https://pokemondb.net/pokedex/gengar,https://img.pokemondb.net/sprites/bank/normal/gengar.png,#094,Gengar,Ghost,https://pokemondb.net/type/ghost,Poison,https://pokemondb.net/type/poison,Ghost,https://pokemondb.net/type/ghost,,,Ghost,https://pokemondb.net/type/ghost,,
https://pokemondb.net/pokedex/onix,https://img.pokemondb.net/sprites/bank/normal/onix.png,#095,Onix,·,,,,,(trade holding ),https://pokemondb.net/pokedex/steelix,https://img.pokemondb.net/sprites/bank/normal/steelix.png,#208,Steelix,·,,,Ground,https://pokemondb.net/type/ground,,,,,,,,,,,,,,,,Metal Coat,https://pokemondb.net/item/metal-coat
https://pokemondb.net/pokedex/drowzee,https://img.pokemondb.net/sprites/bank/normal/drowzee.png,#096,Drowzee,#097,Psychic,https://pokemondb.net/type/psychic,,,(Level 26),https://pokemondb.net/pokedex/hypno,https://img.pokemondb.net/sprites/bank/normal/hypno.png,,Hypno,,,,,,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/krabby,https://img.pokemondb.net/sprites/bank/normal/krabby.png,#098,Krabby,#099,,,,,(Level 28),https://pokemondb.net/pokedex/kingler,https://img.pokemondb.net/sprites/bank/normal/kingler.png,,Kingler,,,,,,,,,,,,,Water,https://pokemondb.net/type/water,,,Water,https://pokemondb.net/type/water,,,,
https://pokemondb.net/pokedex/voltorb,https://img.pokemondb.net/sprites/bank/normal/voltorb.png,#100,Voltorb,#101,Electric,https://pokemondb.net/type/electric,,,(Level 30),https://pokemondb.net/pokedex/electrode,https://img.pokemondb.net/sprites/bank/normal/electrode.png,,Electrode,,Electric,https://pokemondb.net/type/electric,,,,,,,,,,,,,,,,,,,
https://pokemondb.net/pokedex/exeggcute,https://img.pokemondb.net/sprites/bank/normal/exeggcute.png,#102,Exeggcute,·,Grass,https://pokemondb.net/type/grass,Dragon,https://pokemondb.net/type/dragon,,,,·,,,,,,,"(use , outside Alola)",https://pokemondb.net/pokedex/exeggutor,https://img.pokemondb.net/sprites/bank/normal/exeggutor.png,#103,Exeggutor,Psychic,https://pokemondb.net/type/psychic,Grass,https://pokemondb.net/type/grass,,,Grass,https://pokemondb.net/type/grass,,,,
https://pokemondb.net/pokedex/cubone,https://img.pokemondb.net/sprites/bank/normal/cubone.png,#104,Cubone,,Ground,https://pokemondb.net/type/ground,Ghost,https://pokemondb.net/type/ghost,,,,,,,Fire,https://pokemondb.net/type/fire,,,"(Level 28, outside Alola)",https://pokemondb.net/pokedex/marowak,https://img.pokemondb.net/sprites/bank/normal/marowak.png,#105,Marowak,,,,,,,,,,,,
https://pokemondb.net/pokedex/tyrogue,https://img.pokemondb.net/sprites/bank/normal/tyrogue.png,#236,Tyrogue,,Fighting,https://pokemondb.net/type/fighting,Fighting,https://pokemondb.net/type/fighting,Attack > Defense,https://pokemondb.net/pokedex/hitmontop,https://img.pokemondb.net/sprites/bank/normal/hitmontop.png,,Hitmontop,,Fighting,https://pokemondb.net/type/fighting,,,"(Level 20, )",https://pokemondb.net/pokedex/hitmonlee,https://img.pokemondb.net/sprites/bank/normal/hitmonlee.png,#106,Hitmonlee,,,Fighting,https://pokemondb.net/type/fighting,,,,,,,Attack < Defense,
https://pokemondb.net/pokedex/lickitung,https://img.pokemondb.net/sprites/bank/normal/lickitung.png,#108,Lickitung,#463,,,Normal,https://pokemondb.net/type/normal,(after  learned),https://pokemondb.net/pokedex/lickilicky,https://img.pokemondb.net/sprites/bank/normal/lickilicky.png,,Lickilicky,,,,Normal,https://pokemondb.net/type/normal,,,,,,,,,,,,,,,,Rollout,https://pokemondb.net/move/rollout
